,age,gender,accent,pitch,intensity,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,zero_crossing_rate,chroma_stft,mfcc_1,mfcc_2,mfcc_3
0,Adults,male,British Isles,2003.994140625,0.0825797095894813,3945.5018068498352,2854.9263620373736,22.25800175089535,6684.046961325967,0.130200240273941,0.4542327523231506,-294.22271728515625,97.42005157470705,-54.119266510009766
1,Adults,male,Australian and New Zealand,1605.1510009765625,0.0569378063082695,2419.9304789035364,1929.0395595880464,21.088006084590933,4230.789323708207,0.0770163492591185,0.4564979076385498,-389.9001159667969,135.5052947998047,-10.651514053344728
2,Adults,male,British Isles,1901.8863525390625,0.0213221572339534,2710.390059730018,2218.3507520514067,19.774594942267203,4709.217526908024,0.0822734795437866,0.4632287621498108,-534.2958374023438,87.3561782836914,-17.103336334228516
3,Seniors,male,North American,1696.852783203125,0.0628120154142379,1683.9737893502693,1375.4854560257977,17.2591981114408,3035.5527490601503,0.0625357950540413,0.3273583948612213,-417.4270935058594,96.03158569335938,-8.864509582519531
4,Seniors,male,British Isles,1725.6927490234375,0.0229296796023845,3635.755464710112,3031.7444470390137,20.657013879668387,7035.947184917355,0.1342279103176653,0.4812962412834167,-496.7421875,77.06319427490234,-8.749568939208984
5,Adults,female,North American,1760.3148193359375,0.0447215586900711,2937.063059667653,2404.787900670742,23.136925315807428,5225.417877906977,0.098046875,0.3715078234672546,-406.2264404296875,105.40291595458984,-19.819250106811523
6,Adults,male,North American,1276.0867919921875,0.0388040207326412,1776.555543880741,2061.88761759936,22.808153581627835,3466.490185950413,0.0367582967458677,0.4297026693820953,-411.3619995117188,146.89590454101562,4.878705024719238
7,Adults,male,North American,1669.862548828125,0.0553246438503265,3209.0542189716266,2561.972202590435,23.447421442352304,5649.54044117647,0.1003877527573529,0.4163314998149872,-340.4163513183594,111.66065979003906,-33.43263626098633
8,Adults,male,North American,1813.887451171875,0.0228628665208816,3195.6204742611853,2630.9632292810543,20.87724371345493,5784.851694915255,0.092134533898305,0.4776563644409179,-422.3983459472656,100.1009292602539,-26.417951583862305
9,Adults,male,South Asian,1399.92578125,0.0481602698564529,3041.0869822369345,3316.097689223639,21.09902542814897,6508.884126106194,0.0819318653207964,0.4697906672954559,-416.3328247070313,120.41514587402344,18.28421401977539
10,Adults,male,North American,1449.9781494140625,0.0261107366532087,2823.04602776058,2798.3995493275324,21.17068545163641,5430.753722084367,0.0785575469137717,0.5016900300979614,-432.205078125,120.53487396240234,-16.987714767456055
11,Adults,female,Caribbean,1387.012939453125,0.014152580872178,2647.4363566225074,2893.365222477884,20.933889425478235,5713.550289735099,0.0689947873551324,0.4309118688106537,-517.0787353515625,123.6218032836914,8.142129898071289
12,Adults,male,British Isles,1842.6395263671875,0.0625264048576355,3264.078235496397,2694.3385225214624,20.81700044925882,6016.423357664234,0.1063326870437956,0.5124669075012207,-341.9296875,107.16472625732422,-25.275360107421875
13,Adults,male,South Asian,1520.0767822265625,0.1064691916108131,2045.22187339763,1979.1628916897407,22.640662385679963,4110.896017699115,0.0542467505530973,0.4137735962867737,-347.97705078125,135.12405395507812,-13.209753036499023
14,Adults,male,British Isles,1857.4237060546875,0.0059963655658066,4939.839046671454,3939.911343126032,20.006608719053823,9132.848502304148,0.1839447724654377,0.5630118250846863,-616.69482421875,80.26473999023438,11.07215976715088
15,Adults,male,North American,1140.6365966796875,0.0207502003759145,2076.215269752775,2646.9995938701763,21.142749611633587,4227.932363013699,0.0443399507705479,0.4436137974262237,-436.4684448242188,159.62979125976562,-0.35115447640419
16,Adults,male,British Isles,1252.220703125,0.0578169003129005,1558.323879346396,1552.976028628319,20.68082438665598,3093.1096311475408,0.0414959016393442,0.514625072479248,-382.7226867675781,172.24742126464844,-9.315671920776367
17,Adults,male,North American,1804.237060546875,0.0769997909665107,2064.255227274618,1482.786040063456,22.09291270702032,3507.975941422594,0.0743229439069037,0.4157079756259918,-382.2816467285156,136.6684112548828,-18.11190414428711
18,Adults,male,North American,1483.00732421875,0.0514074526727199,2204.6569421219865,2058.910582095021,23.13917086921765,3996.397694524496,0.0660741624639769,0.3855546712875366,-424.2936706542969,119.3359603881836,4.3795976638793945
